"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
1,616681959E2;-6,562500000E-1;1,541250038E1;-6,078750229E1;6,271440239E1
1,616882002E2;-7,875000238E-1;1,554375076E1;-6,060000229E1;6,256667341E1
1,617081968E2;-1,143750072E0;1,554375076E1;-6,048750305E1;6,246322420E1
1,617281935E2;-9,562500119E-1;1,560000038E1;-6,054375076E1;6,252855494E1
1,617481977E2;-9,562500119E-1;1,560000038E1;-6,054375076E1;6,252855494E1
1,617681944E2;-9,562500119E-1;1,590000057E1;-6,048750305E1;6,254967992E1
1,617881986E2;-1,143750072E0;1,614375114E1;-6,048750305E1;6,261522890E1
1,618082029E2;-1,012500048E0;1,644375038E1;-6,065625381E1;6,285382415E1
1,618281996E2;-1,312500000E0;1,644375038E1;-6,060000229E1;6,280509422E1
1,618482038E2;-1,312500000E0;1,631250000E1;-6,054375076E1;6,271655339E1
1,618682005E2;-1,200000048E0;1,620000076E1;-6,054375076E1;6,268513206E1
1,618881971E2;-1,743750095E0;1,614375114E1;-6,018750381E1;6,233936943E1
1,619082014E2;-1,687500119E0;1,614375114E1;-6,030000305E1;6,244644686E1
1,619281980E2;-1,912500024E0;1,554375076E1;-6,011250305E1;6,211907008E1
1,619481947E2;-1,856250048E0;1,548750019E1;-6,011250305E1;6,210331190E1
1,619681991E2;-1,987500072E0;1,535625076E1;-5,994375229E1;6,191137240E1
1,619881958E2;-1,687500119E0;1,530000019E1;-5,994375229E1;6,188853772E1
1,620081927E2;-1,687500119E0;1,541250038E1;-6,018750381E1;6,215246126E1
1,620281969E2;-1,612500072E0;1,548750019E1;-6,011250305E1;6,209650426E1
1,620481934E2;-1,256250024E0;1,530000019E1;-6,035625076E1;6,227796702E1
1,620681975E2;-1,387500048E0;1,541250038E1;-6,024375153E1;6,219951706E1
1,620882016E2;-1,143750072E0;1,554375076E1;-6,054375076E1;6,251769436E1
1,621081982E2;-1,387500048E0;1,548750019E1;-6,060000229E1;6,256315286E1
1,621282025E2;-1,200000048E0;1,524375057E1;-6,060000229E1;6,249937767E1
1,621481991E2;-1,256250024E0;1,530000019E1;-6,054375076E1;6,245969842E1
1,621681957E2;-1,200000048E0;1,530000019E1;-6,035625076E1;6,227685776E1
1,621882000E2;-1,256250024E0;1,518750095E1;-6,030000305E1;6,219588988E1
1,622080931E2;-1,500000000E0;1,554375076E1;-6,011250305E1;6,210773874E1
1,622280897E2;-1,743750095E0;1,554375076E1;-6,048750305E1;6,247709082E1
1,622480939E2;-1,556250095E0;1,584375095E1;-6,060000229E1;6,265625776E1
1,622680906E2;-1,312500000E0;1,595625019E1;-6,078750229E1;6,286052029E1
1,622881984E2;-1,312500000E0;1,590000057E1;-6,084375381E1;6,290067609E1
1,623082027E2;-1,556250095E0;1,590000057E1;-6,114375305E1;6,319644349E1
1,623281993E2;-1,500000000E0;1,584375095E1;-6,114375305E1;6,318095426E1
1,623482036E2;-1,500000000E0;1,614375114E1;-6,138750076E1;6,349248736E1
1,623682002E2;-1,256250024E0;1,614375114E1;-6,144375229E1;6,354158922E1
1,623881969E2;-9,562500119E-1;1,608750153E1;-6,138750076E1;6,346768760E1
1,624082012E2;-1,200000048E0;1,578750038E1;-6,131250381E1;6,332383668E1
1,624281978E2;-1,443750024E0;1,578750038E1;-6,125625229E1;6,327446584E1
1,624481945E2;-1,500000000E0;1,571250057E1;-6,120000076E1;6,320263260E1
1,624681987E2;-1,443750024E0;1,571250057E1;-6,090000153E1;6,291086770E1
1,624881954E2;-1,556250095E0;1,595625019E1;-6,108750153E1;6,315620854E1
1,625081996E2;-1,743750095E0;1,578750038E1;-6,095625305E1;6,299167103E1
1,625282039E2;-1,743750095E0;1,560000038E1;-6,095625305E1;6,294493993E1
1,625482005E2;-1,987500072E0;1,560000038E1;-6,084375381E1;6,284323788E1
1,625682048E2;-1,743750095E0;1,560000038E1;-6,084375381E1;6,283600126E1
1,625882014E2;-1,387500048E0;1,554375076E1;-6,060000229E1;6,257710142E1
1,626081981E2;-1,443750024E0;1,554375076E1;-6,060000229E1;6,257837389E1
1,626282023E2;-1,500000000E0;1,530000019E1;-6,054375076E1;6,246507634E1
1,626481990E2;-1,500000000E0;1,511250019E1;-6,024375153E1;6,212847383E1
1,626681956E2;-1,500000000E0;1,511250019E1;-6,005625153E1;6,194667876E1
1,626881999E2;-1,612500072E0;1,524375057E1;-6,000000381E1;6,192715516E1
1,627081965E2;-1,500000000E0;1,518750095E1;-5,981250381E1;6,172880849E1
1,627282007E2;-1,743750095E0;1,535625076E1;-5,975625229E1;6,172248204E1
1,627482050E2;-1,987500072E0;1,524375057E1;-5,964375305E1;6,159301394E1
1,627682016E2;-1,743750095E0;1,530000019E1;-5,951250076E1;6,147250131E1
1,627882059E2;-1,687500119E0;1,541250038E1;-5,981250381E1;6,178938774E1
1,628080987E2;-1,743750095E0;1,554375076E1;-6,000000381E1;6,200523615E1
1,628280955E2;-1,612500072E0;1,578750038E1;-5,988750076E1;6,195448388E1
1,628480999E2;-1,687500119E0;1,578750038E1;-6,005625153E1;6,211961182E1
1,628680965E2;-1,556250095E0;1,578750038E1;-6,041250229E1;6,246068776E1
1,628881970E2;-1,500000000E0;1,584375095E1;-6,041250229E1;6,247355342E1
1,629082011E2;-1,443750024E0;1,590000057E1;-6,078750229E1;6,284914372E1
1,629281976E2;-1,500000000E0;1,584375095E1;-6,090000153E1;6,294509218E1
1,629481942E2;-1,500000000E0;1,584375095E1;-6,078750229E1;6,283625449E1
1,629681984E2;-1,443750024E0;1,584375095E1;-6,101250076E1;6,305262967E1
1,629881951E2;-1,743750095E0;1,584375095E1;-6,131250381E1;6,335051880E1
1,630081994E2;-1,987500072E0;1,590000057E1;-6,125625229E1;6,331736428E1
1,630282036E2;-2,043750048E0;1,595625019E1;-6,101250076E1;6,309757589E1
1,630482003E2;-2,043750048E0;1,608750153E1;-6,090000153E1;6,302217709E1
1,630680988E2;-2,100000143E0;1,631250000E1;-6,108750153E1;6,326286825E1
1,630880956E2;-2,043750048E0;1,650000000E1;-6,114375305E1;6,336391285E1
1,631080924E2;-1,912500024E0;1,655625153E1;-6,114375305E1;6,337448744E1
1,631280996E2;-1,912500024E0;1,661250114E1;-6,095625305E1;6,320836683E1
1,631482020E2;-1,556250095E0;1,638750076E1;-6,090000153E1;6,308551562E1
1,631681985E2;-1,256250024E0;1,625625038E1;-6,084375381E1;6,299052483E1
1,631882026E2;-1,200000048E0;1,644375038E1;-6,078750229E1;6,298378649E1
1,632081962E2;-9,000000358E-1;1,620000076E1;-6,060000229E1;6,273444271E1
1,632282005E2;-5,437500477E-1;1,625625038E1;-6,054375076E1;6,269056625E1
1,632482048E2;-8,437500596E-1;1,631250000E1;-6,035625076E1;6,252748657E1
1,632682014E2;-1,200000048E0;1,655625153E1;-6,035625076E1;6,259733597E1
1,632882057E2;-1,200000048E0;1,650000000E1;-6,030000305E1;6,252823657E1
1,633082023E2;-1,200000048E0;1,650000000E1;-6,011250305E1;6,234743798E1
1,633281989E2;-1,312500000E0;1,650000000E1;-6,011250305E1;6,234970473E1
1,633482032E2;-1,312500000E0;1,655625153E1;-6,041250229E1;6,265383112E1
1,633681998E2;-1,612500072E0;1,650000000E1;-6,054375076E1;6,277257294E1
1,633881965E2;-1,987500072E0;1,631250000E1;-6,035625076E1;6,255337576E1
1,634082007E2;-1,912500024E0;1,620000076E1;-6,041250229E1;6,257609858E1
1,634281974E2;-1,500000000E0;1,620000076E1;-6,030000305E1;6,245622781E1
1,634481940E2;-1,443750024E0;1,638750076E1;-6,030000305E1;6,250379959E1
1,634681982E2;-1,443750024E0;1,625625038E1;-6,018750381E1;6,236093093E1
1,634881949E2;-1,256250024E0;1,620000076E1;-6,030000305E1;6,245084913E1
1,635081991E2;-1,256250024E0;1,620000076E1;-6,011250305E1;6,226982585E1
1,635282034E2;-1,200000048E0;1,638750076E1;-6,018750381E1;6,239010977E1
1,635482000E2;-1,256250024E0;1,650000000E1;-6,005625153E1;6,229431364E1
1,635682043E2;-1,312500000E0;1,661250114E1;-6,018750381E1;6,245184918E1
1,635882009E2;-1,687500119E0;1,631250000E1;-6,041250229E1;6,259884780E1
1,636081975E2;-1,743750095E0;1,625625038E1;-6,054375076E1;6,271245568E1
1,636282018E2;-1,800000072E0;1,638750076E1;-6,048750305E1;6,269392480E1
1,636481985E2;-2,043750048E0;1,638750076E1;-6,048750305E1;6,270139648E1
1,636681951E2;-2,043750048E0;1,625625038E1;-6,041250229E1;6,259483224E1
1,636881994E2;-2,156250000E0;1,614375114E1;-6,041250229E1;6,256948576E1
1,637081960E2;-2,043750048E0;1,601250076E1;-6,060000229E1;6,271313556E1
1,637282003E2;-1,987500072E0;1,595625019E1;-6,035625076E1;6,246142076E1
1,637482046E2;-1,800000072E0;1,631250000E1;-6,041250229E1;6,260198151E1
1,637682012E2;-1,856250048E0;1,620000076E1;-6,035625076E1;6,252009833E1
1,637882054E2;-1,856250048E0;1,620000076E1;-6,054375076E1;6,270112794E1
1,638082021E2;-1,743750095E0;1,631250000E1;-6,060000229E1;6,278135550E1
1,638281987E2;-1,800000072E0;1,650000000E1;-6,048750305E1;6,272342486E1
1,638482030E2;-1,743750095E0;1,644375038E1;-6,041250229E1;6,263471900E1
1,638681996E2;-1,556250095E0;1,650000000E1;-6,041250229E1;6,264457157E1
1,638881962E2;-1,687500119E0;1,644375038E1;-6,054375076E1;6,275978282E1
1,639082005E2;-1,743750095E0;1,650000000E1;-6,018750381E1;6,243257387E1
1,639281972E2;-1,912500024E0;1,661250114E1;-6,011250305E1;6,239507892E1
1,639482015E2;-1,800000072E0;1,668750000E1;-5,994375229E1;6,224922566E1
1,639682057E2;-1,687500119E0;1,661250114E1;-5,994375229E1;6,222600975E1
1,639882023E2;-1,687500119E0;1,655625153E1;-5,994375229E1;6,221101639E1
1,640082066E2;-1,687500119E0;1,680000114E1;-5,988750076E1;6,222218610E1
1,640282032E2;-1,743750095E0;1,661250114E1;-5,981250381E1;6,210113905E1
1,640481999E2;-1,556250095E0;1,668750000E1;-5,988750076E1;6,218848220E1
1,640682041E2;-1,687500119E0;1,650000000E1;-6,005625153E1;6,230450228E1
1,640882008E2;-1,443750024E0;1,650000000E1;-6,011250305E1;6,235260570E1
1,641080860E2;-1,500000000E0;1,644375038E1;-6,035625076E1;6,257414748E1
1,641280903E2;-1,687500119E0;1,650000000E1;-6,024375153E1;6,248525630E1
1,641480869E2;-1,500000000E0;1,655625153E1;-6,024375153E1;6,249535233E1
1,641680835E2;-1,500000000E0;1,650000000E1;-6,024375153E1;6,248047373E1
1,641881992E2;-1,500000000E0;1,655625153E1;-6,035625076E1;6,260380556E1
1,642081958E2;-1,687500119E0;1,655625153E1;-6,024375153E1;6,250013375E1
1,642282001E2;-1,500000000E0;1,668750000E1;-6,041250229E1;6,269284719E1
1,642482044E2;-1,687500119E0;1,655625153E1;-6,041250229E1;6,266280838E1
1,642682010E2;-1,500000000E0;1,650000000E1;-6,024375153E1;6,248047373E1
1,642882053E2;-1,500000000E0;1,655625153E1;-6,018750381E1;6,244113292E1
1,643080975E2;-1,500000000E0;1,644375038E1;-6,030000305E1;6,251989519E1
1,643280942E2;-1,912500024E0;1,638750076E1;-6,041250229E1;6,262490136E1
1,643480984E2;-1,987500072E0;1,655625153E1;-6,018750381E1;6,245474551E1
1,643680950E2;-1,912500024E0;1,668750000E1;-6,011250305E1;6,241508901E1
1,643881961E2;-1,987500072E0;1,661250114E1;-6,005625153E1;6,234323298E1
1,644082004E2;-1,912500024E0;1,668750000E1;-6,024375153E1;6,254150550E1
1,644281970E2;-2,212500095E0;1,674375153E1;-6,041250229E1;6,272893116E1
1,644482013E2;-2,287500143E0;1,661250114E1;-6,048750305E1;6,276898818E1
1,644682055E2;-2,456250191E0;1,674375153E1;-6,030000305E1;6,262967945E1
1,644882022E2;-2,287500143E0;1,661250114E1;-6,041250229E1;6,269671669E1
1,645081988E2;-2,212500095E0;1,661250114E1;-6,071250153E1;6,298315801E1
1,645281954E2;-2,212500095E0;1,668750000E1;-6,071250153E1;6,300298131E1
1,645481921E2;-2,343750000E0;1,668750000E1;-6,078750229E1;6,307999885E1
1,645681963E2;-2,343750000E0;1,674375153E1;-6,065625381E1;6,296846438E1
1,645882006E2;-2,043750048E0;1,698750114E1;-6,048750305E1;6,286087921E1
1,646081972E2;-1,987500072E0;1,704375076E1;-6,065625381E1;6,303666174E1
1,646282015E2;-2,100000143E0;1,704375076E1;-6,078750229E1;6,316660411E1
1,646481981E2;-1,987500072E0;1,721250153E1;-6,065625381E1;6,308249751E1
1,646681948E2;-1,987500072E0;1,721250153E1;-6,054375076E1;6,297432907E1
1,646881990E2;-1,800000072E0;1,715625000E1;-6,065625381E1;6,306154170E1
1,647081957E2;-1,556250095E0;1,698750114E1;-6,048750305E1;6,284691826E1
1,647281923E2;-1,556250095E0;1,691250038E1;-6,041250229E1;6,275448204E1
1,647481966E2;-1,687500119E0;1,668750000E1;-6,041250229E1;6,269761356E1
1,647681933E2;-1,443750024E0;1,680000114E1;-6,018750381E1;6,250488035E1
1,647881899E2;-1,256250024E0;1,661250114E1;-6,024375153E1;6,250490346E1
1,648081941E2;-1,312500000E0;1,655625153E1;-6,048750305E1;6,272615201E1
1,648281908E2;-1,556250095E0;1,644375038E1;-6,048750305E1;6,270212809E1
1,648481950E2;-1,500000000E0;1,625625038E1;-6,030000305E1;6,247084155E1
1,648681993E2;-1,500000000E0;1,625625038E1;-6,041250229E1;6,257943839E1
1,648881959E2;-1,500000000E0;1,625625038E1;-6,041250229E1;6,257943839E1
1,649082002E2;-1,556250095E0;1,631250000E1;-6,048750305E1;6,266783542E1
1,649281969E2;-1,800000072E0;1,625625038E1;-6,084375381E1;6,300371461E1
1,649482011E2;-1,743750095E0;1,631250000E1;-6,060000229E1;6,278135550E1
1,649682054E2;-1,556250095E0;1,655625153E1;-6,035625076E1;6,260517858E1
1,649882020E2;-1,556250095E0;1,668750000E1;-6,041250229E1;6,269421826E1
1,650082063E2;-1,612500072E0;1,698750114E1;-6,071250153E1;6,306491254E1
1,650282029E2;-1,612500072E0;1,698750114E1;-6,041250229E1;6,277615618E1
1,650481996E2;-1,443750024E0;1,710000038E1;-6,035625076E1;6,274847754E1
1,650682038E2;-1,443750024E0;1,710000038E1;-6,041250229E1;6,280258641E1
1,650882005E2;-1,443750024E0;1,721250153E1;-6,018750381E1;6,261701237E1
1,651081971E2;-1,500000000E0;1,721250153E1;-6,054375076E1;6,296082882E1
1,651282014E2;-1,743750095E0;1,728750038E1;-6,060000229E1;6,304172120E1
1,651481980E2;-1,800000072E0;1,728750038E1;-6,054375076E1;6,298923262E1
1,651681946E2;-2,043750048E0;1,715625000E1;-6,048750305E1;6,290669165E1
1,651881989E2;-2,043750048E0;1,728750038E1;-6,078750229E1;6,323096566E1
1,652081955E2;-2,100000143E0;1,728750038E1;-6,090000153E1;6,334096507E1
1,652281998E2;-2,287500143E0;1,728750038E1;-6,065625381E1;6,311316387E1
1,652482040E2;-2,212500095E0;1,710000038E1;-6,071250153E1;6,311349310E1
1,652682007E2;-2,287500143E0;1,710000038E1;-6,054375076E1;6,295385950E1
1,652882049E2;-2,100000143E0;1,685625076E1;-6,090000153E1;6,322462634E1
1,653082016E2;-1,612500072E0;1,691250038E1;-6,090000153E1;6,322533520E1
1,653281982E2;-1,500000000E0;1,685625076E1;-6,095625305E1;6,326174180E1
1,653482025E2;-1,612500072E0;1,685625076E1;-6,065625381E1;6,297550693E1
1,653681991E2;-1,987500072E0;1,674375153E1;-6,078750229E1;6,308267437E1
1,653881958E2;-1,987500072E0;1,674375153E1;-6,078750229E1;6,308267437E1
1,654082000E2;-1,856250048E0;1,674375153E1;-6,071250153E1;6,300640222E1
1,654281967E2;-1,987500072E0;1,691250038E1;-6,071250153E1;6,305545708E1
1,654482009E2;-1,800000072E0;1,691250038E1;-6,035625076E1;6,270685509E1
1,654682051E2;-1,987500072E0;1,691250038E1;-6,035625076E1;6,271251735E1
1,654882018E2;-1,987500072E0;1,691250038E1;-6,035625076E1;6,271251735E1
1,655081984E2;-1,856250048E0;1,685625076E1;-6,065625381E1;6,298221956E1
1,655281950E2;-1,743750095E0;1,685625076E1;-6,035625076E1;6,269011772E1
1,655481915E2;-1,687500119E0;1,698750114E1;-6,041250229E1;6,277812744E1
1,655681958E2;-1,912500024E0;1,698750114E1;-6,011250305E1;6,249596687E1
1,655882000E2;-1,687500119E0;1,680000114E1;-5,994375229E1;6,227632884E1
1,656081967E2;-1,912500024E0;1,691250038E1;-6,011250305E1;6,247562203E1
1,656282009E2;-2,212500095E0;1,674375153E1;-6,011250305E1;6,244006242E1
1,656481976E2;-2,343750000E0;1,691250038E1;-6,018750381E1;6,256246038E1
1,656681942E2;-2,587500095E0;1,680000114E1;-5,988750076E1;6,225309585E1
1,656881984E2;-2,700000048E0;1,674375153E1;-6,011250305E1;6,245923662E1
1,657081951E2;-2,456250191E0;1,650000000E1;-6,018750381E1;6,245653513E1
1,657281917E2;-2,456250191E0;1,638750076E1;-6,048750305E1;6,271619704E1
1,657481959E2;-2,287500143E0;1,638750076E1;-6,035625076E1;6,258322335E1
1,657681926E2;-2,400000095E0;1,614375114E1;-6,041250229E1;6,257835995E1
1,657881969E2;-2,156250000E0;1,631250000E1;-6,048750305E1;6,268560517E1
1,658082012E2;-2,043750048E0;1,601250076E1;-6,024375153E1;6,236895616E1
1,658281978E2;-1,800000072E0;1,625625038E1;-6,024375153E1;6,242447657E1
1,658482020E2;-2,043750048E0;1,631250000E1;-6,000000381E1;6,221153453E1
1,658681988E2;-2,587500095E0;1,638750076E1;-6,024375153E1;6,248643802E1
1,658881955E2;-2,343750000E0;1,638750076E1;-6,024375153E1;6,247681925E1
1,659081998E2;-2,512500048E0;1,661250114E1;-6,041250229E1;6,270532899E1
1,659281963E2;-2,512500048E0;1,685625076E1;-6,018750381E1;6,255382851E1
1,659482006E2;-2,343750000E0;1,668750000E1;-6,018750381E1;6,250201145E1
1,659682048E2;-2,100000143E0;1,691250038E1;-6,011250305E1;6,248164285E1
1,659882015E2;-2,100000143E0;1,698750114E1;-6,024375153E1;6,262822681E1
1,660082057E2;-1,987500072E0;1,715625000E1;-6,048750305E1;6,290488929E1
1,660282024E2;-1,500000000E0;1,721250153E1;-6,011250305E1;6,254624874E1
1,660481990E2;-1,556250095E0;1,751250076E1;-6,011250305E1;6,263084400E1
1,660682033E2;-1,612500072E0;1,734375000E1;-6,024375153E1;6,271136594E1
1,660881057E2;-1,500000000E0;1,751250076E1;-6,024375153E1;6,275545618E1
1,661081024E2;-1,800000072E0;1,764375114E1;-6,018750381E1;6,274613590E1
1,661281066E2;-1,856250048E0;1,734375000E1;-6,005625153E1;6,253802584E1
1,661481033E2;-1,800000072E0;1,691250038E1;-6,000000381E1;6,236403713E1
1,661681942E2;-1,687500119E0;1,698750114E1;-5,975625229E1;6,214686267E1
1,661881984E2;-1,687500119E0;1,685625076E1;-5,994375229E1;6,229152659E1
1,662081951E2;-1,743750095E0;1,661250114E1;-6,000000381E1;6,228174947E1
1,662281993E2;-1,687500119E0;1,680000114E1;-5,975625229E1;6,209587251E1
1,662482036E2;-1,743750095E0;1,644375038E1;-5,981250381E1;6,205621003E1
1,662682003E2;-1,556250095E0;1,631250000E1;-5,970000076E1;6,190807429E1
1,662881010E2;-1,743750095E0;1,661250114E1;-5,994375229E1;6,222756059E1
1,663080977E2;-1,800000072E0;1,698750114E1;-6,011250305E1;6,249262531E1
1,663280943E2;-1,856250048E0;1,691250038E1;-6,018750381E1;6,254609459E1
1,663480986E2;-1,987500072E0;1,704375076E1;-6,018750381E1;6,258574288E1
1,663681986E2;-1,800000072E0;1,715625000E1;-6,005625153E1;6,248464021E1
1,663881953E2;-1,856250048E0;1,685625076E1;-6,030000305E1;6,263919877E1
1,664081995E2;-1,800000072E0;1,698750114E1;-6,041250229E1;6,278125220E1
1,664281961E2;-1,856250048E0;1,691250038E1;-6,065625381E1;6,299729725E1
1,664482004E2;-1,800000072E0;1,685625076E1;-6,065625381E1;6,298058683E1
1,664682047E2;-1,987500072E0;1,661250114E1;-6,065625381E1;6,292143099E1
1,664882013E2;-2,043750048E0;1,644375038E1;-6,071250153E1;6,293315249E1
1,665082056E2;-2,212500095E0;1,631250000E1;-6,071250153E1;6,290469501E1
1,665282022E2;-2,456250191E0;1,638750076E1;-6,090000153E1;6,311413100E1
1,665481989E2;-2,700000048E0;1,650000000E1;-6,090000153E1;6,315338618E1
1,665682031E2;-2,756250143E0;1,644375038E1;-6,095625305E1;6,319540037E1
1,665881997E2;-2,756250143E0;1,650000000E1;-6,090000153E1;6,315581605E1
1,666081964E2;-2,700000048E0;1,661250114E1;-6,084375381E1;6,312865889E1
1,666282007E2;-2,756250143E0;1,685625076E1;-6,101250076E1;6,335815144E1
1,666481974E2;-2,756250143E0;1,685625076E1;-6,101250076E1;6,335815144E1
1,666682016E2;-2,587500095E0;1,680000114E1;-6,120000076E1;6,351673235E1
1,666882059E2;-2,343750000E0;1,674375153E1;-6,101250076E1;6,331170215E1
1,667082025E2;-2,100000143E0;1,680000114E1;-6,095625305E1;6,326385086E1
1,667281992E2;-1,856250048E0;1,674375153E1;-6,095625305E1;6,324131296E1
1,667481958E2;-1,987500072E0;1,685625076E1;-6,090000153E1;6,322098965E1
1,667681925E2;-2,043750048E0;1,680000114E1;-6,095625305E1;6,326200865E1
1,667881967E2;-1,987500072E0;1,674375153E1;-6,090000153E1;6,319108764E1
1,668082010E2;-1,800000072E0;1,668750000E1;-6,095625305E1;6,322481667E1
1,668281977E2;-1,800000072E0;1,704375076E1;-6,065625381E1;6,303102861E1
1,668482019E2;-1,856250048E0;1,710000038E1;-6,065625381E1;6,304789294E1
1,668681986E2;-2,100000143E0;1,734375000E1;-6,078750229E1;6,324821024E1
1,668881952E2;-2,400000095E0;1,734375000E1;-6,071250153E1;6,318681434E1
1,669081994E2;-2,212500095E0;1,728750038E1;-6,071250153E1;6,316455230E1
1,669281961E2;-2,100000143E0;1,721250153E1;-6,071250153E1;6,314022530E1
1,669482003E2;-2,043750048E0;1,721250153E1;-6,048750305E1;6,292205614E1
1,669682046E2;-1,987500072E0;1,715625000E1;-6,030000305E1;6,272461589E1
1,669882012E2;-1,987500072E0;1,698750114E1;-6,048750305E1;6,285907553E1
1,670082054E2;-1,987500072E0;1,698750114E1;-6,065625381E1;6,302147633E1
1,670282021E2;-1,687500119E0;1,680000114E1;-6,041250229E1;6,272765043E1
1,670481987E2;-1,312500000E0;1,685625076E1;-6,041250229E1;6,273377303E1
1,670682030E2;-1,500000000E0;1,691250038E1;-6,035625076E1;6,269896072E1
1,670881996E2;-1,500000000E0;1,698750114E1;-6,024375153E1;6,261097981E1
1,671081962E2;-1,312500000E0;1,691250038E1;-6,035625076E1;6,269475522E1
1,671282005E2;-1,312500000E0;1,698750114E1;-6,048750305E1;6,284135483E1
1,671481971E2;-1,256250024E0;1,698750114E1;-6,048750305E1;6,284020516E1
1,671681938E2;-1,312500000E0;1,691250038E1;-6,024375153E1;6,258645958E1
1,671881980E2;-1,556250095E0;1,680000114E1;-6,024375153E1;6,256174191E1
1,672081946E2;-1,687500119E0;1,685625076E1;-6,018750381E1;6,252612623E1
1,672281912E2;-1,556250095E0;1,661250114E1;-6,018750381E1;6,245744731E1
1,672481955E2;-1,500000000E0;1,644375038E1;-6,018750381E1;6,241139753E1
1,672681922E2;-1,687500119E0;1,631250000E1;-6,035625076E1;6,254456267E1
1,672881964E2;-1,743750095E0;1,650000000E1;-6,048750305E1;6,272183583E1
1,673082007E2;-1,800000072E0;1,638750076E1;-6,060000229E1;6,280247176E1
1,673281973E2;-1,800000072E0;1,631250000E1;-6,065625381E1;6,283724042E1
1,673482016E2;-1,687500119E0;1,631250000E1;-6,090000153E1;6,306944981E1
1,673681983E2;-1,687500119E0;1,644375038E1;-6,095625305E1;6,315781321E1
1,673881949E2;-1,743750095E0;1,631250000E1;-6,084375381E1;6,301667001E1
1,674081991E2;-1,800000072E0;1,631250000E1;-6,084375381E1;6,301825160E1
1,674281958E2;-1,612500072E0;1,625625038E1;-6,054375076E1;6,270894346E1
1,674482000E2;-1,987500072E0;1,614375114E1;-6,030000305E1;6,245527380E1
1,674682043E2;-2,100000143E0;1,601250076E1;-6,030000305E1;6,242515959E1
1,674882009E2;-2,287500143E0;1,595625019E1;-6,024375153E1;6,236300325E1
1,675082051E2;-2,456250191E0;1,595625019E1;-6,011250305E1;6,224265506E1
1,675282018E2;-2,587500095E0;1,571250057E1;-6,018750381E1;6,225844076E1
1,675481985E2;-2,756250143E0;1,578750038E1;-6,024375153E1;6,233900610E1
1,675682027E2;-2,943750143E0;1,578750038E1;-6,000000381E1;6,211208651E1
1,675881994E2;-3,056250095E0;1,578750038E1;-6,000000381E1;6,211752000E1
1,676081960E2;-3,056250095E0;1,578750038E1;-6,011250305E1;6,222619108E1
1,676282003E2;-3,300000191E0;1,571250057E1;-5,994375229E1;6,205663634E1
1,676481969E2;-3,243750095E0;1,554375076E1;-5,975625229E1;6,182992633E1
1,676682012E2;-3,000000000E0;1,541250038E1;-5,981250381E1;6,183915249E1
1,676882056E2;-3,056250095E0;1,548750019E1;-5,970000076E1;6,175186975E1
1,677082024E2;-2,812500000E0;1,541250038E1;-5,964375305E1;6,166711119E1
1,677281993E2;-3,000000000E0;1,554375076E1;-5,981250381E1;6,187199528E1
1,677481959E2;-3,187500238E0;1,554375076E1;-5,988750076E1;6,195386262E1
1,677681924E2;-2,812500000E0;1,578750038E1;-5,964375305E1;6,176190252E1
1,677881965E2;-2,512500048E0;1,601250076E1;-5,945625305E1;6,162595934E1
1,678082005E2;-2,456250191E0;1,650000000E1;-5,958750153E1;6,187853831E1
1,678281972E2;-2,587500095E0;1,674375153E1;-5,945625305E1;6,182308953E1
1,678482015E2;-2,587500095E0;1,668750000E1;-5,951250076E1;6,186198801E1
1,678681981E2;-2,512500048E0;1,668750000E1;-5,988750076E1;6,221975619E1
1,678881947E2;-2,456250191E0;1,674375153E1;-5,994375229E1;6,228675476E1
1,679081990E2;-2,212500095E0;1,685625076E1;-5,988750076E1;6,225384401E1
1,679281956E2;-2,512500048E0;1,661250114E1;-5,988750076E1;6,219968327E1
1,679481923E2;-2,400000095E0;1,661250114E1;-6,011250305E1;6,241192368E1
1,679681965E2;-2,456250191E0;1,638750076E1;-6,018750381E1;6,242690896E1
1,679881932E2;-2,456250191E0;1,644375038E1;-6,018750381E1;6,244169846E1
1,680081975E2;-2,456250191E0;1,668750000E1;-5,994375229E1;6,227165695E1
1,680282018E2;-2,812500000E0;1,680000114E1;-5,994375229E1;6,231696104E1
1,680481984E2;-2,943750143E0;1,685625076E1;-5,994375229E1;6,233820893E1
1,680682026E2;-2,887500048E0;1,710000038E1;-6,005625153E1;6,251000733E1
1,680881992E2;-2,887500048E0;1,721250153E1;-6,024375153E1;6,272094916E1
1,681081959E2;-3,056250095E0;1,721250153E1;-6,011250305E1;6,260290645E1
1,681282002E2;-2,756250143E0;1,715625000E1;-6,018750381E1;6,264558599E1
1,681481968E2;-2,643750191E0;1,715625000E1;-6,030000305E1;6,274883821E1
1,681682011E2;-2,643750191E0;1,721250153E1;-6,035625076E1;6,281828261E1
1,681882053E2;-2,512500048E0;1,740000153E1;-6,030000305E1;6,281053317E1
1,682082020E2;-2,212500095E0;1,734375000E1;-6,030000305E1;6,278368569E1
1,682282063E2;-2,212500095E0;1,721250153E1;-6,024375153E1;6,269350017E1
1,682482029E2;-1,856250048E0;1,721250153E1;-6,030000305E1;6,273600434E1
1,682681995E2;-2,100000143E0;1,728750038E1;-6,041250229E1;6,287239540E1
