"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
6,448188629E0;-2,643750191E0;9,712500572E0;-4,590000153E1;4,699076742E1
6,468185271E0;-2,343750000E0;9,900000572E0;-4,584375000E1;4,695905226E1
6,488189509E0;-2,456250191E0;9,843750000E0;-4,535625076E1;4,647711332E1
6,508193784E0;-2,400000095E0;9,843750000E0;-4,560000229E1;4,671209290E1
6,528190401E0;-2,343750000E0;9,843750000E0;-4,554375076E1;4,665432254E1
6,548194663E0;-2,400000095E0;9,843750000E0;-4,548750305E1;4,660227836E1
6,568191304E0;-2,587500095E0;9,543750763E0;-4,541250229E1;4,647659303E1
6,588187916E0;-2,400000095E0;9,412500381E0;-4,554375076E1;4,656810494E1
6,608192187E0;-2,456250191E0;9,656250000E0;-4,554375076E1;4,662091336E1
6,628188813E0;-2,700000048E0;9,356250763E0;-4,565625000E1;4,668321532E1
6,648185449E0;-2,643750191E0;9,543750763E0;-4,584375000E1;4,690119410E1
6,668189754E0;-2,756250143E0;9,900000572E0;-4,571250153E1;4,685338538E1
6,688186390E0;-3,112500191E0;9,656250000E0;-4,554375076E1;4,666009060E1
6,708183054E0;-3,112500191E0;9,600000381E0;-4,524375153E1;4,635563307E1
6,728187344E0;-3,356250048E0;9,600000381E0;-4,505625153E1;4,618971989E1
6,748183961E0;-3,656250238E0;9,656250000E0;-4,445625305E1;4,563956360E1
6,768188232E0;-3,787500143E0;9,300000191E0;-4,415625000E1;4,528365682E1
6,788192488E0;-4,087500095E0;9,412500381E0;-4,368750000E1;4,487650250E1
6,808189134E0;-4,443750381E0;9,243750572E0;-4,308750153E1;4,429138325E1
6,828193371E0;-5,287500381E0;9,000000000E0;-4,265625000E1;4,391484173E1
6,848190036E0;-5,812500000E0;9,300000191E0;-4,260000229E1;4,398903676E1
6,868186686E0;-6,487500191E0;9,487500191E0;-4,284375000E1;4,435862073E1
6,888190934E0;-6,956250191E0;9,787500381E0;-4,314375305E1;4,478356850E1
6,908187555E0;-7,443750381E0;1,001250076E1;-4,355625153E1;4,530790922E1
6,928184182E0;-7,800000191E0;1,025625038E1;-4,428750229E1;4,612389331E1
6,948188443E0;-8,043750763E0;1,025625038E1;-4,530000305E1;4,713791335E1
6,968090719E0;-7,987500191E0;1,025625038E1;-4,620000076E1;4,799407153E1
6,988087278E0;-7,800000191E0;1,044375038E1;-4,721250153E1;4,897889571E1
7,008091554E0;-7,500000477E0;1,020000076E1;-4,794375229E1;4,958723027E1
7,028088180E0;-7,143750191E0;9,900000572E0;-4,865625381E1;5,016447162E1
7,048186821E0;-7,143750191E0;9,656250000E0;-4,901250076E1;5,046287310E1
7,068191101E0;-6,787500381E0;9,487500191E0;-4,950000381E1;5,085600455E1
7,088187728E0;-6,300000191E0;9,487500191E0;-4,968750381E1;5,097598158E1
7,108192003E0;-5,756250381E0;9,487500191E0;-4,955625153E1;5,078355190E1
7,128188649E0;-5,456250191E0;9,543750763E0;-4,955625153E1;5,076096837E1
7,148185295E0;-5,212500095E0;9,356250763E0;-4,961250305E1;5,075539424E1
7,168088806E0;-5,212500095E0;9,356250763E0;-4,955625153E1;5,070041076E1
7,188085413E0;-5,212500095E0;9,412500381E0;-4,931250381E1;5,047264956E1
7,208089665E0;-4,800000191E0;9,300000191E0;-4,908750153E1;5,019076420E1
7,228093931E0;-4,800000191E0;9,300000191E0;-4,878750229E1;4,989739858E1
7,248191289E0;-4,687500000E0;9,300000191E0;-4,854375076E1;4,964834738E1
7,268195488E0;-4,556250095E0;9,300000191E0;-4,865625381E1;4,974616019E1
7,288192124E0;-4,912500381E0;9,356250763E0;-4,854375076E1;4,968065847E1
7,308188832E0;-4,800000191E0;9,487500191E0;-4,805625153E1;4,921845154E1
7,328193112E0;-4,556250095E0;9,543750763E0;-4,805625153E1;4,920615718E1
7,348189758E0;-4,500000000E0;9,600000381E0;-4,794375229E1;4,910207115E1
7,368147158E0;-4,556250095E0;9,712500572E0;-4,794375229E1;4,912937478E1
7,388151429E0;-4,556250095E0;9,900000572E0;-4,800000000E1;4,922163575E1
7,408148065E0;-4,612500191E0;1,008750057E1;-4,805625153E1;4,931973374E1
7,428144712E0;-4,800000191E0;1,025625038E1;-4,788750076E1;4,920816399E1
7,448188141E0;-4,743750095E0;1,025625038E1;-4,781250000E1;4,912971599E1
7,468184772E0;-4,743750095E0;1,014375019E1;-4,775625229E1;4,905158984E1
7,488189029E0;-5,043750286E0;9,956250191E0;-4,758750153E1;4,887879536E1
7,508193314E0;-4,987500191E0;9,787500381E0;-4,758750153E1;4,883892529E1
7,528189965E0;-4,987500191E0;9,656250000E0;-4,770000076E1;4,892247331E1
7,548194212E0;-4,800000191E0;9,487500191E0;-4,770000076E1;4,887067356E1
7,568190853E0;-5,156250000E0;9,187500000E0;-4,764375305E1;4,879471565E1
7,588187499E0;-5,212500095E0;9,056250572E0;-4,775625229E1;4,888604570E1
7,608191751E0;-5,212500095E0;9,000000000E0;-4,781250000E1;4,893061734E1
7,628188367E0;-5,400000095E0;9,187500000E0;-4,805625153E1;4,922370839E1
7,648184946E0;-5,287500381E0;8,943750381E0;-4,830000305E1;4,940484415E1
7,668189207E0;-5,456250191E0;9,000000000E0;-4,848750305E1;4,961661635E1
7,688185891E0;-5,456250191E0;8,943750381E0;-4,848750305E1;4,960644403E1
7,708190167E0;-5,512500286E0;8,756250381E0;-4,860000229E1;4,968923226E1
7,728194452E0;-5,287500381E0;8,756250381E0;-4,878750229E1;4,984826938E1
7,748191082E0;-5,456250191E0;8,456250191E0;-4,871250153E1;4,974119659E1
7,768187723E0;-5,456250191E0;8,456250191E0;-4,865625381E1;4,968611344E1
7,788184354E0;-5,287500381E0;8,343750000E0;-4,865625381E1;4,964883543E1
7,808180995E0;-5,043750286E0;8,512500763E0;-4,854375076E1;4,954187950E1
7,828185237E0;-4,743750095E0;8,287500381E0;-4,835625076E1;4,929008841E1
7,848189499E0;-4,687500000E0;8,212500572E0;-4,848750305E1;4,940096936E1
7,868186130E0;-4,500000000E0;8,212500572E0;-4,841250229E1;4,930989296E1
7,888190368E0;-4,443750381E0;8,100000381E0;-4,860000229E1;4,947036634E1
7,908187009E0;-3,900000095E0;8,156250000E0;-4,854375076E1;4,937843814E1
7,928183635E0;-3,487500191E0;7,987500191E0;-4,854375076E1;4,931996102E1
7,948187873E0;-3,187500238E0;8,212500572E0;-4,865625381E1;4,944730891E1
7,968184532E0;-2,943750143E0;8,287500381E0;-4,860000229E1;4,938935665E1
7,988188808E0;-2,700000048E0;8,643750191E0;-4,884375381E1;4,967611805E1
8,008193069E0;-2,343750000E0;8,700000763E0;-4,884375381E1;4,966785141E1
8,028189696E0;-2,100000143E0;8,812500000E0;-4,895625305E1;4,978739670E1
8,048193948E0;-1,556250095E0;9,000000000E0;-4,878750229E1;4,963509136E1
8,068190589E0;-1,143750072E0;9,056250572E0;-4,901250076E1;4,985528126E1
8,088187211E0;-6,562500000E-1;9,300000191E0;-4,920000076E1;5,007555035E1
8,108191510E0;-5,625000224E-2;9,056250572E0;-4,938750076E1;5,021099551E1
8,128188146E0;9,000000358E-1;8,887500763E0;-4,955625153E1;5,035493755E1
8,148184787E0;1,856250048E0;8,700000763E0;-4,955625153E1;5,034836385E1
8,168189058E0;2,400000095E0;8,587500572E0;-4,961250305E1;5,040739654E1
8,188185713E0;3,300000191E0;8,343750000E0;-4,974375153E1;5,054650315E1
8,208182368E0;3,787500143E0;8,100000381E0;-4,998750305E1;5,078095731E1
8,228186630E0;4,087500095E0;7,800000191E0;-4,991250229E1;5,068338529E1
8,248183232E0;4,800000191E0;7,256250381E0;-5,028750229E1;5,103455749E1
8,268187513E0;5,287500381E0;6,787500381E0;-5,051250076E1;5,124002884E1
8,288191779E0;5,456250191E0;6,543750286E0;-5,075625229E1;5,146638204E1
8,308188424E0;5,643750191E0;6,112500191E0;-5,111250305E1;5,178515756E1
8,328192695E0;5,887500286E0;5,700000286E0;-5,111250305E1;5,176524540E1
8,348189346E0;5,812500000E0;5,512500286E0;-5,135625076E1;5,197727684E1
8,368185986E0;5,812500000E0;5,287500381E0;-5,135625076E1;5,195389599E1
8,388190252E0;6,056250095E0;5,156250000E0;-5,165625381E1;5,226503265E1
8,408186898E0;5,887500286E0;5,287500381E0;-5,160000229E1;5,220326193E1
8,428183515E0;5,943750381E0;5,400000095E0;-5,118750381E1;5,181359586E1
8,448187781E0;6,056250095E0;5,587500095E0;-5,135625076E1;5,201310234E1
8,468184426E0;5,887500286E0;5,943750381E0;-5,111250305E1;5,179265195E1
8,488188683E0;5,887500286E0;6,487500191E0;-5,094375229E1;5,169154878E1
8,508192940E0;6,056250095E0;6,843750477E0;-5,075625229E1;5,157239797E1
8,528189585E0;6,112500191E0;7,387500286E0;-5,064375305E1;5,154345295E1
8,548193838E0;6,243750095E0;7,687500477E0;-5,045625305E1;5,141901935E1
8,568190483E0;6,243750095E0;8,156250000E0;-5,028750229E1;5,132583868E1
8,588187100E0;6,243750095E0;8,812500000E0;-5,034375381E1;5,148920391E1
8,608191376E0;6,243750095E0;9,112500191E0;-4,991250229E1;5,112025000E1
8,628188012E0;6,487500191E0;9,356250763E0;-4,991250229E1;5,119457952E1
8,648184658E0;6,712500095E0;9,656250000E0;-5,004375076E1;5,140698213E1
8,668188904E0;6,656250477E0;1,014375019E1;-4,950000381E1;5,096520103E1
8,688185531E0;7,012500286E0;1,050000000E1;-4,961250305E1;5,119399984E1
8,708189812E0;7,200000286E0;1,091250038E1;-4,938750076E1;5,108862790E1
8,728194078E0;7,443750381E0;1,121250057E1;-4,914375305E1;5,095329286E1
8,748190700E0;7,743750095E0;1,121250057E1;-4,895625305E1;5,081732527E1
8,768187350E0;7,912500381E0;1,158750057E1;-4,884375381E1;5,081919046E1
8,788183977E0;8,043750763E0;1,188750076E1;-4,860000229E1;5,067518942E1
8,808180613E0;8,212500572E0;1,211250019E1;-4,841250229E1;5,057596469E1
8,828184879E0;8,587500572E0;1,241250038E1;-4,860000229E1;5,088983744E1
8,848189126E0;8,812500000E0;1,265625095E1;-4,811250305E1;5,052379434E1
8,868185752E0;9,112500191E0;1,301250076E1;-4,800000000E1;5,056048690E1
8,888190004E0;9,187500000E0;1,314375019E1;-4,788750076E1;5,050129755E1
8,908186630E0;9,600000381E0;1,350000095E1;-4,788750076E1;5,067171561E1
8,928183195E0;9,843750000E0;1,368750095E1;-4,764375305E1;5,053883953E1
8,948218802E0;1,008750057E1;1,368750095E1;-4,745625305E1;5,041032934E1
8,968215438E0;1,020000076E1;1,374375057E1;-4,715625000E1;5,016615004E1
8,988219714E0;1,061250019E1;1,350000095E1;-4,721250153E1;5,023838658E1
9,008223999E0;1,068750000E1;1,338750076E1;-4,740000153E1;5,040047597E1
9,028189254E0;1,074375057E1;1,331250095E1;-4,734375000E1;5,033966152E1
9,048193530E0;1,104375076E1;1,331250095E1;-4,751250076E1;5,056307785E1
9,068190171E0;1,098750019E1;1,338750076E1;-4,734375000E1;5,041211165E1
9,088186797E0;1,115625000E1;1,314375019E1;-4,728750229E1;5,033217615E1
9,108191054E0;1,140000057E1;1,331250095E1;-4,740000153E1;5,053654954E1
9,128187690E0;1,175625038E1;1,331250095E1;-4,745625305E1;5,067078111E1
9,148078239E0;1,200000000E1;1,325625038E1;-4,704375076E1;5,032735499E1
9,168082534E0;1,235625076E1;1,320000076E1;-4,680000305E1;5,017127902E1
9,188079175E0;1,254375076E1;1,314375019E1;-4,691250229E1;5,030791909E1
9,208083422E0;1,271250057E1;1,314375019E1;-4,691250229E1;5,035026029E1
9,228193751E0;1,284375095E1;1,314375019E1;-4,674375153E1;5,022647125E1
9,248190402E0;1,308750057E1;1,301250076E1;-4,698750305E1;5,048200957E1
9,268194649E0;1,308750057E1;1,284375095E1;-4,685625076E1;5,031652656E1
9,288191280E0;1,308750057E1;1,320000076E1;-4,685625076E1;5,040863941E1
9,308187921E0;1,295625019E1;1,320000076E1;-4,715625000E1;5,065388784E1
9,328192197E0;1,314375019E1;1,338750076E1;-4,751250076E1;5,108249284E1
9,348257526E0;1,325625038E1;1,338750076E1;-4,740000153E1;5,100699457E1
9,368254157E0;1,350000095E1;1,338750076E1;-4,721250153E1;5,089691054E1
9,388258433E0;1,350000095E1;1,331250095E1;-4,740000153E1;5,105127669E1
9,408255059E0;1,344375038E1;1,338750076E1;-4,734375000E1;5,100382598E1
9,428183051E0;1,344375038E1;1,338750076E1;-4,751250076E1;5,116050557E1
9,448187298E0;1,344375038E1;1,301250076E1;-4,764375305E1;5,118580668E1
9,468183948E0;1,368750095E1;1,301250076E1;-4,745625305E1;5,107610804E1
9,488188176E0;1,355625057E1;1,301250076E1;-4,745625305E1;5,104109187E1
9,508192457E0;1,368750095E1;1,331250095E1;-4,745625305E1;5,115336077E1
9,528196704E0;1,355625057E1;1,338750076E1;-4,758750153E1;5,125980304E1
9,548193335E0;1,380000019E1;1,320000076E1;-4,740000153E1;5,110225210E1
9,568189971E0;1,398750019E1;1,344375038E1;-4,745625305E1;5,126870917E1
9,588186597E0;1,421250057E1;1,374375057E1;-4,745625305E1;5,140993879E1
9,608183238E0;1,421250057E1;1,398750019E1;-4,751250076E1;5,152749812E1
9,628187476E0;1,404375076E1;1,410000038E1;-4,751250076E1;5,151188868E1
9,648184102E0;1,415625095E1;1,404375076E1;-4,740000153E1;5,142359887E1
9,668188363E0;1,428750038E1;1,398750019E1;-4,745625305E1;5,149639582E1
9,688184999E0;1,445625019E1;1,391250038E1;-4,764375305E1;5,169591900E1
9,708189285E0;1,451250076E1;1,428750038E1;-4,775625229E1;5,191728978E1
9,728193561E0;1,488750076E1;1,428750038E1;-4,775625229E1;5,202335993E1
9,748190196E0;1,494375038E1;1,404375076E1;-4,770000076E1;5,192140872E1
9,768194500E0;1,524375057E1;1,385625076E1;-4,770000076E1;5,195823024E1
9,788191123E0;1,541250038E1;1,368750095E1;-4,775625229E1;5,201492558E1
9,808187762E0;1,541250038E1;1,355625057E1;-4,758750153E1;5,182554774E1
9,828192009E0;1,541250038E1;1,344375038E1;-4,764375305E1;5,184791989E1
9,848188674E0;1,548750019E1;1,355625057E1;-4,740000153E1;5,167586222E1
9,868185310E0;1,535625076E1;1,355625057E1;-4,710000229E1;5,136143089E1
9,888189543E0;1,505625057E1;1,350000095E1;-4,698750305E1;5,115433657E1
9,908186179E0;1,511250019E1;1,355625057E1;-4,685625076E1;5,106532901E1
9,928182791E0;1,524375057E1;1,361250019E1;-4,685625076E1;5,111927551E1
9,948187053E0;1,524375057E1;1,355625057E1;-4,674375153E1;5,100119771E1
9,968183669E0;1,530000019E1;1,380000019E1;-4,661250305E1;5,096327552E1
9,988187902E0;1,535625076E1;1,374375057E1;-4,661250305E1;5,096499346E1
1,000819218E1;1,535625076E1;1,350000095E1;-4,680000305E1;5,107156497E1
1,002818879E1;1,554375076E1;1,331250095E1;-4,704375076E1;5,130248878E1
1,004819308E1;1,578750038E1;1,331250095E1;-4,704375076E1;5,137686576E1
1,006818972E1;1,584375095E1;1,331250095E1;-4,698750305E1;5,134269733E1
1,008818636E1;1,584375095E1;1,325625038E1;-4,680000305E1;5,115655290E1
1,010819062E1;1,620000076E1;1,331250095E1;-4,704375076E1;5,150511812E1
1,012818725E1;1,625625038E1;1,338750076E1;-4,698750305E1;5,149093412E1
1,014818388E1;1,625625038E1;1,338750076E1;-4,680000305E1;5,131989028E1
1,016818813E1;1,631250000E1;1,350000095E1;-4,691250229E1;5,146970520E1
1,018818475E1;1,620000076E1;1,344375038E1;-4,691250229E1;5,141942551E1
1,020818903E1;1,631250000E1;1,331250095E1;-4,715625000E1;5,164331759E1
1,022819328E1;1,631250000E1;1,338750076E1;-4,728750229E1;5,178253282E1
1,024818989E1;1,601250076E1;1,338750076E1;-4,740000153E1;5,179175129E1
1,026819414E1;1,595625019E1;1,338750076E1;-4,745625305E1;5,182589170E1
1,028819076E1;1,565625095E1;1,314375019E1;-4,781250000E1;5,199914922E1
1,030818743E1;1,548750019E1;1,295625019E1;-4,830000305E1;5,235090616E1
1,032819171E1;1,530000019E1;1,265625095E1;-4,830000305E1;5,222222696E1
1,034818838E1;1,554375076E1;1,260000038E1;-4,841250229E1;5,238452611E1
1,036818500E1;1,518750095E1;1,260000038E1;-4,835625076E1;5,222783915E1
1,038818926E1;1,505625057E1;1,254375076E1;-4,835625076E1;5,217627193E1
1,040818589E1;1,530000019E1;1,278750038E1;-4,854375076E1;5,247957612E1
1,042818254E1;1,518750095E1;1,271250057E1;-4,860000229E1;5,248074007E1
1,044818681E1;1,524375057E1;1,284375095E1;-4,860000229E1;5,252898336E1
1,046818330E1;1,524375057E1;1,295625019E1;-4,824375153E1;5,222734831E1
1,048818757E1;1,518750095E1;1,314375019E1;-4,805625153E1;5,208475463E1
1,050819184E1;1,500000095E1;1,320000076E1;-4,800000000E1;5,199269226E1
1,052818848E1;1,524375057E1;1,314375019E1;-4,781250000E1;5,187644221E1
1,054819275E1;1,505625057E1;1,295625019E1;-4,781250000E1;5,177441701E1
1,056818933E1;1,500000095E1;1,284375095E1;-4,770000076E1;5,162607907E1
1,058818595E1;1,500000095E1;1,290000057E1;-4,775625229E1;5,169206589E1
1,060819024E1;1,511250019E1;1,290000057E1;-4,775625229E1;5,172482295E1
1,062818688E1;1,548750019E1;1,290000057E1;-4,781250000E1;5,188745352E1
1,064818351E1;1,560000038E1;1,314375019E1;-4,781250000E1;5,198224059E1
1,066818776E1;1,554375076E1;1,308750057E1;-4,794375229E1;5,207201016E1
1,068818437E1;1,560000038E1;1,325625038E1;-4,794375229E1;5,213148348E1
1,070818863E1;1,578750038E1;1,338750076E1;-4,775625229E1;5,204930333E1
1,072819290E1;1,584375095E1;1,338750076E1;-4,775625229E1;5,206639275E1
1,074818952E1;1,595625019E1;1,344375038E1;-4,758750153E1;5,196062592E1
1,076819379E1;1,625625038E1;1,350000095E1;-4,770000076E1;5,217092845E1
1,078819050E1;1,644375038E1;1,344375038E1;-4,751250076E1;5,204391491E1
1,080818708E1;1,644375038E1;1,344375038E1;-4,740000153E1;5,194123117E1
1,082818372E1;1,644375038E1;1,350000095E1;-4,745625305E1;5,200714284E1
1,084818035E1;1,644375038E1;1,350000095E1;-4,764375305E1;5,217829201E1
1,086817698E1;1,631250000E1;1,368750095E1;-4,770000076E1;5,223729904E1
1,088818127E1;1,620000076E1;1,385625076E1;-4,775625229E1;5,229813900E1
1,090818550E1;1,620000076E1;1,374375057E1;-4,758750153E1;5,211430711E1
1,092813721E1;1,584375095E1;1,355625057E1;-4,751250076E1;5,188674303E1
1,094814146E1;1,554375076E1;1,380000019E1;-4,775625229E1;5,208366179E1
1,096813809E1;1,548750019E1;1,374375057E1;-4,788750076E1;5,217246468E1
1,098814234E1;1,571250057E1;1,398750019E1;-4,775625229E1;5,218421666E1
1,100819157E1;1,578750038E1;1,385625076E1;-4,781250000E1;5,222332821E1
1,102818820E1;1,584375095E1;1,380000019E1;-4,775625229E1;5,217397898E1
1,104819247E1;1,620000076E1;1,368750095E1;-4,764375305E1;5,215088601E1
1,106818911E1;1,625625038E1;1,391250038E1;-4,758750153E1;5,217656222E1
1,108818578E1;1,625625038E1;1,404375076E1;-4,751250076E1;5,214336334E1
1,110819013E1;1,625625038E1;1,410000038E1;-4,721250153E1;5,188541209E1
1,112808594E1;1,608750153E1;1,415625095E1;-4,715625000E1;5,179690204E1
1,114808258E1;1,595625019E1;1,415625095E1;-4,691250229E1;5,153430151E1
1,116808687E1;1,595625019E1;1,451250076E1;-4,685625076E1;5,158219493E1
1,118808351E1;1,595625019E1;1,470000076E1;-4,685625076E1;5,163526100E1
1,120818103E1;1,571250057E1;1,481250095E1;-4,691250229E1;5,164373853E1
1,122818531E1;1,565625095E1;1,475625038E1;-4,715625000E1;5,183220074E1
1,124818191E1;1,565625095E1;1,488750076E1;-4,704375076E1;5,176746429E1
1,126818616E1;1,578750038E1;1,488750076E1;-4,704375076E1;5,180730965E1
1,128819040E1;1,631250000E1;1,494375038E1;-4,715625000E1;5,208766885E1
1,130818705E1;1,655625153E1;1,481250095E1;-4,740000153E1;5,234768184E1
1,132819132E1;1,631250000E1;1,470000076E1;-4,710000229E1;5,196727715E1
1,134818796E1;1,644375038E1;1,440000057E1;-4,734375000E1;5,214583020E1
1,136818459E1;1,655625153E1;1,415625095E1;-4,710000229E1;5,189334371E1
1,138818886E1;1,655625153E1;1,434375095E1;-4,698750305E1;5,184282109E1
1,140818546E1;1,674375153E1;1,410000038E1;-4,704375076E1;5,188716327E1
1,142818973E1;1,655625153E1;1,404375076E1;-4,698750305E1;5,176062058E1
1,144819401E1;1,650000000E1;1,410000038E1;-4,668750000E1;5,148575208E1
1,146819066E1;1,650000000E1;1,391250038E1;-4,655625153E1;5,131561383E1
1,148819490E1;1,661250114E1;1,380000019E1;-4,674375153E1;5,149168386E1
1,150819153E1;1,661250114E1;1,398750019E1;-4,668750000E1;5,149124209E1
1,152818817E1;1,644375038E1;1,398750019E1;-4,674375153E1;5,148810926E1
1,154819236E1;1,655625153E1;1,380000019E1;-4,668750000E1;5,142248658E1
1,156818900E1;1,661250114E1;1,374375057E1;-4,674375153E1;5,147663723E1
1,158818561E1;1,674375153E1;1,368750095E1;-4,691250229E1;5,165736897E1
1,160818988E1;1,644375038E1;1,361250019E1;-4,704375076E1;5,166054175E1
1,162818653E1;1,608750153E1;1,391250038E1;-4,710000229E1;5,167954709E1
1,164818316E1;1,608750153E1;1,374375057E1;-4,721250153E1;5,173701466E1
1,166818744E1;1,601250076E1;1,380000019E1;-4,704375076E1;5,157474839E1
1,168818410E1;1,595625019E1;1,385625076E1;-4,710000229E1;5,162371375E1
1,170818837E1;1,578750038E1;1,398750019E1;-4,704375076E1;5,155589021E1
1,172819265E1;1,565625095E1;1,410000038E1;-4,698750305E1;5,149518082E1
1,174818928E1;1,554375076E1;1,421250057E1;-4,691250229E1;5,142359606E1
1,176819358E1;1,571250057E1;1,410000038E1;-4,704375076E1;5,156362255E1
1,178819022E1;1,578750038E1;1,385625076E1;-4,710000229E1;5,157180498E1
1,180818684E1;1,571250057E1;1,398750019E1;-4,698750305E1;5,148163050E1
1,182819110E1;1,578750038E1;1,385625076E1;-4,704375076E1;5,152043613E1
1,184818772E1;1,620000076E1;1,380000019E1;-4,698750305E1;5,158202665E1
1,186818441E1;1,625625038E1;1,368750095E1;-4,710000229E1;5,167227085E1
1,188818868E1;1,608750153E1;1,344375038E1;-4,704375076E1;5,150394757E1
1,190818534E1;1,620000076E1;1,325625038E1;-4,715625000E1;5,159341153E1
1,192818194E1;1,608750153E1;1,344375038E1;-4,691250229E1;5,138409288E1
1,194818618E1;1,601250076E1;1,338750076E1;-4,674375153E1;5,119183201E1
1,196818282E1;1,614375114E1;1,338750076E1;-4,674375153E1;5,123303802E1
1,198818708E1;1,614375114E1;1,344375038E1;-4,668750000E1;5,119646259E1
1,200819133E1;1,601250076E1;1,350000095E1;-4,674375153E1;5,122136774E1
1,202818789E1;1,584375095E1;1,331250095E1;-4,674375153E1;5,111971667E1
1,204819217E1;1,584375095E1;1,361250019E1;-4,650000000E1;5,097621608E1
1,206818879E1;1,571250057E1;1,355625057E1;-4,668750000E1;5,109185121E1
1,208818541E1;1,560000038E1;1,338750076E1;-4,655625153E1;5,089272782E1
1,210818967E1;1,578750038E1;1,338750076E1;-4,680000305E1;5,117333906E1
1,212818631E1;1,560000038E1;1,344375038E1;-4,680000305E1;5,113056544E1
1,214818293E1;1,578750038E1;1,338750076E1;-4,680000305E1;5,117333906E1
1,216818721E1;1,578750038E1;1,325625038E1;-4,698750305E1;5,131080574E1
1,218818383E1;1,595625019E1;1,344375038E1;-4,698750305E1;5,141168921E1
1,220818806E1;1,601250076E1;1,344375038E1;-4,734375000E1;5,175485744E1
1,222819229E1;1,625625038E1;1,361250019E1;-4,715625000E1;5,170374988E1
1,224818893E1;1,650000000E1;1,350000095E1;-4,728750229E1;5,187106996E1
1,226819321E1;1,638750076E1;1,368750095E1;-4,704375076E1;5,166248493E1
1,228818984E1;1,661250114E1;1,338750076E1;-4,721250153E1;5,180946507E1
1,230818647E1;1,638750076E1;1,331250095E1;-4,715625000E1;5,166705698E1
1,232819073E1;1,638750076E1;1,325625038E1;-4,691250229E1;5,143015872E1
1,234818744E1;1,631250000E1;1,338750076E1;-4,680000305E1;5,133773581E1
1,236818408E1;1,631250000E1;1,320000076E1;-4,668750000E1;5,118652491E1
1,238818834E1;1,625625038E1;1,301250076E1;-4,674375153E1;5,117195677E1
1,240818490E1;1,584375095E1;1,308750057E1;-4,668750000E1;5,101009480E1
1,242818155E1;1,608750153E1;1,314375019E1;-4,680000305E1;5,120357566E1
1,244818581E1;1,595625019E1;1,331250095E1;-4,680000305E1;5,120610205E1
1,246818247E1;1,620000076E1;1,331250095E1;-4,691250229E1;5,138526615E1
1,248818673E1;1,620000076E1;1,331250095E1;-4,691250229E1;5,138526615E1
